14,264,White,Dromoka Warrior,Dragons of Tarkir,Creature - Human Warrior,3\1,1w,"Dromoka has regard for the humans who serve under her. In return for her protection, they obey with steadfast loyalty, acting as weapons for her and her scalelords against the other clans.",*,c,*,10/11/17 0:00,10/11/17 0:00
15,264,White,Echoes of the Kin Tree,Dragons of Tarkir,Enchantment,,1w,2White: Bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.),*,u,*,10/11/17 0:00,10/11/17 0:00
16,264,White,Enduring Victory,Dragons of Tarkir,Instant,,4w,Destroy target attacking or blocking creature. Bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.),*,c,*,10/11/17 0:00,10/11/17 0:00
17,264,White,Fate Forgotten,Dragons of Tarkir,Instant,,2w,Exile target artifact or enchantment.,*,c,*,10/11/17 0:00,10/11/17 0:00
18,264,White,Glaring Aegis,Dragons of Tarkir,Enchantment - Aura ,,w,"Enchant creature
When Glaring Aegis enters the battlefield, tap target creature an opponent controls.
Enchanted creature gets +1/+3.",*,c,*,10/11/17 0:00,10/11/17 0:00
18,264,White,Gleam of Authority,Dragons of Tarkir,Enchantment - Aura ,,1w,"Enchant creature
Enchanted creature gets +1/+1 for each +1/+1 counter on other creatures you control.
Enchanted creature has vigilance and ""White, Tap: Bolster 1."" (To bolster 1, choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)",*,r,*,10/11/17 0:00,10/11/17 0:00
20,264,White,Graceblade Artisan,Dragons of Tarkir,Creature - Human Monk,2\3,2w,Graceblade Artisan gets +2/+2 for each Aura attached to it.,*,u,*,10/11/17 0:00,10/11/17 0:00
21,264,White,Great Teacher's Decree,Dragons of Tarkir,Sorcery,,3w,"Creatures you control get +2/+1 until end of turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)
",*,u,*,10/11/17 0:00,10/11/17 0:00
22,264,White,Herald of Dromoka,Dragons of Tarkir,Creature - Human Warrior,2\2,1w,"Vigilance
Other Warrior creatures you control have vigilance.",*,c,*,10/11/17 0:00,10/11/17 0:00
23,264,White,Hidden Dragonslayer,Dragons of Tarkir,Creature - Human Warrior,2\1,1w,"Lifelink
Megamorph 2White (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Hidden Dragonslayer is turned face up, destroy target creature with power 4 or greater an opponent controls.",*,r,*,10/11/17 0:00,10/11/17 0:00
24,264,White,Lightwalker,Dragons of Tarkir,Creature - Human Warrior,2\1,1w,Lightwalker has flying as long as it has a +1/+1 counter on it.,*,c,*,10/11/17 0:00,10/11/17 0:00
25,264,White,Misthoof Kirin,Dragons of Tarkir,Creature - Kirin (2/1),2\1,2w,"Flying, vigilance
Megamorph 1White (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)",*,c,*,10/11/17 0:00,10/11/17 0:00
26,264,White,Myth Realized,Dragons of Tarkir,Enchantment,,w,"Whenever you cast a noncreature spell, put a lore counter on Myth Realized.
2White: Put a lore counter on Myth Realized.
White: Until end of turn, Myth Realized becomes a Monk Avatar creature in addition to its other types and gains ""This creature's power and toughness are each equal to the number of lore counters on it.""",*,r,*,10/11/17 0:00,10/11/17 0:00
27,264,White,Ojutai Exemplars,Dragons of Tarkir,Creature - Human Monk,4\4,2ww,"Whenever you cast a noncreature spell, choose one �
� Tap target creature.
� Ojutai Exemplars gains first strike and lifelink until end of turn.
� Exile Ojutai Exemplars, then return it to the battlefield tapped under its owner's control.",*,m,*,10/11/17 0:00,10/11/17 0:00
28,264,White,Orator of Ojutai,Dragons of Tarkir,Creature - Bird Monk,0\4,1w,"As an additional cost to cast Orator of Ojutai, you may reveal a Dragon card from your hand.
Defender, flying
When Orator of Ojutai enters the battlefield, if you revealed a Dragon card or controlled a Dragon as you cast Orator of Ojutai, draw a card.",*,u,*,10/11/17 0:00,10/11/17 0:00
29,264,White,Pacifism,Dragons of Tarkir,Enchantment - Aura ,,1w,"Enchant creature
Enchanted creature can't attack or block.",*,c,*,10/11/17 0:00,10/11/17 0:00
30,264,White,Profound Journey,Dragons of Tarkir,Sorcery ,,5ww,"Return target permanent card from your graveyard to the battlefield.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)
",*,r,*,10/11/17 0:00,10/11/17 0:00
31,264,White,Radiant Purge,Dragons of Tarkir,Instant ,,1w,Exile target multicolored creature or multicolored enchantment.,*,r,*,10/11/17 0:00,10/11/17 0:00
32,264,White,Resupply,Dragons of Tarkir,Instant,,5w,"You gain 6 life.
Draw a card.",*,c,*,10/11/17 0:00,10/11/17 0:00
33,264,White,Sandcrafter Mage,Dragons of Tarkir,Creature - Human Wizard,2\2,2w,"When Sandcrafter Mage enters the battlefield, bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)
With heat, sand can form a delicate work of art; with pressure, an impenetrable bulwark.",*,c,*,10/11/17 0:00,10/11/17 0:00
34,264,White,Sandstorm Charger,Dragons of Tarkir,Creature - Beast,3\4,4w,"Creature � Beast (3/4)
Megamorph 4White (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)",*,c,*,10/11/17 0:00,10/11/17 0:00
35,264,White,Scale Blessing,Dragons of Tarkir,Instant ,,3w,"Bolster 1, then put a +1/+1 counter on each creature you control with a +1/+1 counter on it. (To bolster 1, choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)",*,u,*,10/11/17 0:00,10/11/17 0:00
36,264,White,Secure the Wastes,Dragons of Tarkir,Instant ,,xw,Create X 1/1 white Warrior creature tokens.,*,r,*,10/11/17 0:00,10/11/17 0:00
37,264,White,Shieldhide Dragon,Dragons of Tarkir,Creature - Dragon,3\3,5w,"Flying, lifelink
Megamorph 5WhiteWhite (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Shieldhide Dragon is turned face up, put a +1/+1 counter on each other Dragon creature you control.",*,u,*,10/11/17 0:00,10/11/17 0:00
38,264,White,Silkwrap,Dragons of Tarkir,Enchantment,,1w,"When Silkwrap enters the battlefield, exile target creature with converted mana cost 3 or less an opponent controls until Silkwrap leaves the battlefield. (That creature returns under its owner's control.)",*,u,*,10/11/17 0:00,10/11/17 0:00
39,264,White,Strongarm Monk,Dragons of Tarkir,Creature - Human Monk,3\3,4w,"Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn.
",*,u,*,10/11/17 0:00,10/11/17 0:00
40,264,White,Student of Ojutai,Dragons of Tarkir,Creature - Human Monk,2\4,3w,"Whenever you cast a noncreature spell, you gain 2 life.",*,c,*,10/11/17 0:00,10/11/17 0:00
41,264,White,Sunscorch Regent,Dragons of Tarkir,Creature - Dragon,4\3,3ww,"Flying
Whenever an opponent casts a spell, put a +1/+1 counter on Sunscorch Regent and you gain 1 life.",*,r,*,10/11/17 0:00,10/11/17 0:00
42,264,White,Surge of Righteousness,Dragons of Tarkir,Instant,,1w,Destroy target black or red creature that's attacking or blocking. You gain 2 life.,*,u,*,10/11/17 0:00,10/11/17 0:00
43,264,White,Territorial Roc,Dragons of Tarkir,Creature - Bird,1\3,1w,"Flying
""Such lesser creatures must be purged from the sky. What use do they have but to help channel the lightning of our mighty dragonlord?""
Gvar Barzeel, Kolaghan warrior",*,c,*,10/11/17 0:00,10/11/17 0:00
44,264,Blue,Ancient Carp,Dragons of Tarkir,Creature _ Fish,2\5,4b,"""Why eat now what could one day grow into a feast?""
�Ojutai, translated from Draconic",*,c,*,10/11/17 0:00,10/11/17 0:00
45,264,Blue,Anticipate,Dragons of Tarkir,Instant,,1b,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,*,c,*,10/11/17 0:00,10/11/17 0:00
46,264,Blue,Belltoll Dragon,Dragons of Tarkir,Creature _ Dragon,3\3,5b,"Flying, hexproof, Megamorph 5BlueBlue (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Belltoll Dragon is turned face up, put a +1/+1 counter on each other Dragon creature you control.",*,u,*,10/11/17 0:00,10/11/17 0:00
47,264,Blue,Blessed Reincarnation,Dragons of Tarkir,Instant,,3b,"Exile target creature an opponent controls. That player reveals cards from the top of his or her library until a creature card is revealed. The player puts that card onto the battlefield, then shuffles the rest into his or her library.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",*,r,*,10/11/17 0:00,10/11/17 0:00
48,264,Blue,Clone Legion,Dragons of Tarkir,Sorcery ,,7bb,"For each creature target player controls, create a token that's a copy of that creature.",*,m,*,10/11/17 0:00,10/11/17 0:00
49,264,Blue,Contradict,Dragons of Tarkir,Instant ,,3bb,"Counter target spell.
Draw a card.
Those who question Ojutai may not like the answers they receive.",*,c,*,10/11/17 0:00,10/11/17 0:00
50,264,Blue,Dance of the Skywise,Dragons of Tarkir,Instant,,1b,"Until end of turn, target creature you control becomes a blue Dragon Illusion with base power and toughness 4/4, loses all abilities, and gains flying.",*,u,*,10/11/17 0:00,10/11/17 0:00
51,264,Blue,Dirgur Nemesis,Dragons of Tarkir,Creature _ Serpent,6\5,5b,Defender. Megamorph 6Blue (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.),*,c,*,10/11/17 0:00,10/11/17 0:00
52,264,Blue,Dragonlord's Prerogative,Dragons of Tarkir,Instant,,4bb,"As an additional cost to cast Dragonlord's Prerogative, you may reveal a Dragon card from your hand.
If you revealed a Dragon card or controlled a Dragon as you cast Dragonlord's Prerogative, Dragonlord's Prerogative can't be countered.
Draw four cards.",*,r,*,10/11/17 0:00,10/11/17 0:00
53,264,Blue,Elusive Spellfist,Dragons of Tarkir,Creature - Human Monk,1\3,1b,"Creature � Human Monk (1/3) 
Whenever you cast a noncreature spell, Elusive Spellfist gets +1/+0 until end of turn and can't be blocked this turn.",*,c,*,10/11/17 0:00,10/11/17 0:00
54,264,Blue,Encase in Ice,Dragons of Tarkir,Enchantment - Aura,,1b,"Flash (You may cast this spell any time you could cast an instant.)
Enchant red or green creature
When Encase in Ice enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",*,u,*,10/11/17 0:00,10/11/17 0:00
55,264,Blue,Glint,Dragons of Tarkir,Instant,,1b,Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),*,c,*,10/11/17 0:00,10/11/17 0:00
56,264,Blue,Gudul Lurker,Dragons of Tarkir,Creature - Salamander,1\1,b,"Gudul Lurker can't be blocked.
Megamorph Blue (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)",*,u,*,10/11/17 0:00,10/11/17 0:00
57,264,Blue,Gurmag Drowner,Dragons of Tarkir,Creature - Naga Wizard,2\4,3b,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Gurmag Drowner exploits a creature, look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard.
Dragons of Tarkir (Common)",*,c,*,10/11/17 0:00,10/11/17 0:00
58,264,Blue,Icefall Regent,Dragons of Tarkir,Creature - Dragon,4\3,3bb,"Flying
When Icefall Regent enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Icefall Regent.
Spells your opponents cast that target Icefall Regent cost 2 more to cast.",*,r,*,10/11/17 0:00,10/11/17 0:00
59,264,Blue,Illusory Gains,Dragons of Tarkir,Enchantment - Aura ,,3bb,"You control enchanted creature.
Whenever a creature enters the battlefield under an opponent's control, attach Illusory Gains to that creature.
Dragons of T",*,r,*,10/11/17 0:00,10/11/17 0:00
60,264,Blue,Learn from the Past,Dragons of Tarkir,Instant,,3b,"Target player shuffles his or her graveyard into his or her library.
Draw a card.",*,u,*,10/11/17 0:00,10/11/17 0:00
61,264,Blue,Living Lore,Dragons of Tarkir,Creature - Avatar,*\*,3b,"Creature � Human Berserker (1/1) 
Red: Lightning Berserker gets +1/+0 until end of turn.
Dash Red (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",*,r,*,10/11/17 0:00,10/11/17 0:00
62,264,Blue,Mirror Mockery,Dragons of Tarkir,Enchantment - Aura ,,1b,"Whenever enchanted creature attacks, you may create a token that's a copy of that creature. Exile that token at end of combat.",*,r,*,10/11/17 0:00,10/11/17 0:00
63,264,Blue,Monastery Loremaster,Dragons of Tarkir,Creature - Djinn Wizard,3\2,3b,"Megamorph 5Blue (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Monastery Loremaster is turned face up, return target noncreature, nonland card from your graveyard to your hand.",*,c,*,10/11/17 0:00,10/11/17 0:00
64,264,Blue,Mystic Meditation,Dragons of Tarkir,Sorcery ,,3b,Draw three cards. Then discard two cards unless you discard a creature card.,*,c,*,10/11/17 0:00,10/11/17 0:00
65,264,Blue,Negate,Dragons of Tarkir,Instant,,1b,Counter target noncreature spell.,*,c,*,10/11/17 0:00,10/11/17 0:00
66,264,Blue,Ojutai Interceptor,Dragons of Tarkir,Creature - Bird Soldier,3\1,3b,Megamorph 3Blue (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.),*,c,*,10/11/17 0:00,10/11/17 0:00
67,264,Blue,Ojutai's Breath,Dragons of Tarkir,Instant ,,2b,"Tap target creature. It doesn't untap during its controller's next untap step.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",*,c,*,10/11/17 0:00,10/11/17 0:00
68,264,Blue,Ojutai's Summons,Dragons of Tarkir,Sorcery ,,3bb,"Create a 2/2 blue Djinn Monk creature token with flying.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",*,c,*,10/11/17 0:00,10/11/17 0:00
69,264,Blue,Palace Familiar,Dragons of Tarkir,Creature - Bird,1\1,1b,"Flying
When Palace Familiar dies, draw a card.",*,c,*,10/11/17 0:00,10/11/17 0:00
70,264,Blue,Profaner of the Dead,Dragons of Tarkir,Creature - Naga Wizard,3\3,3b,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Profaner of the Dead exploits a creature, return to their owners' hands all creatures your opponents control with toughness less than the exploited creature's toughness.",*,r,*,10/11/17 0:00,10/11/17 0:00
71,264,Blue,Qarsi Deceiver,Dragons of Tarkir,Creature - Naga Wizard,0\4,1b,"Tap: Add Colorless to your mana pool. Spend this mana only to cast a face-down creature spell, pay a mana cost to turn a manifested creature face up, or pay a morph cost. (A megamorph cost is a morph cost.)",*,u,*,10/11/17 0:00,10/11/17 0:00
72,264,Blue,Reduce in Stature,Dragons of Tarkir,Enchantment - Aura,,2b,"Enchant creature
Enchanted creature has base power and toughness 0/2.",*,c,*,10/11/17 0:00,10/11/17 0:00
73,264,Blue,Shorecrasher Elemental,Dragons of Tarkir,Creature - Elemental,3\3,bbb,"Blue: Exile Shorecrasher Elemental, then return it to the battlefield face down under its owner's control.
1: Shorecrasher Elemental gets +1/-1 or -1/+1 until end of turn.
Megamorph 4Blue (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)",*,m,*,10/11/17 0:00,10/11/17 0:00
74,264,Blue,Sidisi's Faithful,Dragons of Tarkir,Creature - Naga Wizard,0\4,b,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Sidisi's Faithful exploits a creature, return target creature to its owner's hand.",*,r,*,10/11/17 0:00,10/11/17 0:00
75,264,Blue,Sight Beyond Sight,Dragons of Tarkir,Sorcery ,,3b,"Look at the top two cards of your library. Put one of them into your hand and the other on the bottom of your library.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",*,u,*,10/11/17 0:00,10/11/17 0:00
76,264,Blue,Silumgar Sorcerer,Dragons of Tarkir,Creature - Human Wizard ,2\1,1bb,"Flash (You may cast this spell any time you could cast an instant.)
Flying
Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Silumgar Sorcerer exploits a creature, counter target creature spell.",*,u,*,10/11/17 0:00,10/11/17 0:00
77,264,Blue,Silumgar Spell-Eater,Dragons of Tarkir,Creature - Naga Wizard,2\3,2b,"Megamorph 4Blue (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Silumgar Spell-Eater is turned face up, counter target spell unless its controller pays 3.",*,u,*,10/11/17 0:00,10/11/17 0:00
78,264,Blue,Silumgar's Scorn,Dragons of Tarkir,Instant ,,bb,"As an additional cost to cast Silumgar's Scorn, you may reveal a Dragon card from your hand.
Counter target spell unless its controller pays 1. If you revealed a Dragon card or controlled a Dragon as you cast Silumgar's Scorn, counter that spell instead.",*,u,*,10/11/17 0:00,10/11/17 0:00
79,264,Blue,Skywise Teachings,Dragons of Tarkir,Enchantment ,,3b,"Whenever you cast a noncreature spell, you may pay 1Blue. If you do, create a 2/2 blue Djinn Monk creature token with flying.",*,u,*,10/11/17 0:00,10/11/17 0:00
80,264,Blue,Stratus Dancer,Dragons of Tarkir,Creature - Djinn Monk,2\1,1b,"Flying
Megamorph 1Blue (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Stratus Dancer is turned face up, counter target instant or sorcery spell.",*,r,*,10/11/17 0:00,10/11/17 0:00
81,264,Blue,Taigam's Strike,Dragons of Tarkir,Sorcery,,3b,"Target creature gets +2/+0 until end of turn and can't be blocked this turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",*,c,*,10/11/17 0:00,10/11/17 0:00
82,264,Blue,Updraft Elemental,Dragons of Tarkir,Creature - Elemental,1\4,2b,Flying,*,c,*,10/11/17 0:00,10/11/17 0:00
83,264,Blue,Void Squall,Dragons of Tarkir,Sorcery,,4b,"Return target nonland permanent to its owner's hand.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",*,u,*,10/11/17 0:00,10/11/17 0:00
84,264,Blue,Youthful Scholar,Dragons of Tarkir,Creature - Human Wizard,2\2,3b,"When Youthful Scholar dies, draw two cards.",*,u,*,10/11/17 0:00,10/11/17 0:00
85,264,Blue,Zephyr Scribe,Dragons of Tarkir,Creature - Human Monk,2\1,2b,"Blue, Tap: Draw a card, then discard a card.
Whenever you cast a noncreature spell, untap Zephyr Scribe.",*,c,*,10/11/17 0:00,10/11/17 0:00
86,264,Black,Acid-Spewer Dragon,Dragons of Tarkir,Creature _ Dragon,3\3,5k,"Flying, deathtouch. Megamorph 5BlackBlack (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.) When Acid-Spewer Dragon is turned face up, put a +1/+1 counter on each other Dragon creature you control.",*,u,*,10/11/17 0:00,10/11/17 0:00
87,264,Black,Ambuscade Shaman,Dragons of Tarkir,Creature _ Orc Shaman,2\2,2k,"Whenever Ambuscade Shaman or another creature enters the battlefield under your control, that creature gets +2/+2 until end of turn.
Dash 3Black (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",*,u,*,10/11/17 0:00,10/11/17 0:00
88,264,Black,Blood-Chin Fanatic,Dragons of Tarkir,Creature _ Orc Warrior,3\3,1kk,"Creature � Orc Warrior (3/3), 1Black, Sacrifice another Warrior creature: Target player loses X life and you gain X life, where X is the sacrificed creature's power.",*,r,*,10/11/17 0:00,10/11/17 0:00
89,264,Black,Blood-Chin Rager,Dragons of Tarkir,Creature _ Human Warrior,2\2,1k,"1Black, Sacrifice another Warrior creature: Target player loses X life and you gain X life, where X is the sacrificed creature's power.",*,u,*,10/11/17 0:00,10/11/17 0:00
90,264,Black,Butcher's Glee,Dragons of Tarkir,Instant,,2k,"Instant 
Target creature gets +3/+0 and gains lifelink until end of turn. Regenerate it. (Damage dealt by a creature with lifelink also causes its controller to gain that much life.)",*,c,*,10/11/17 0:00,10/11/17 0:00
91,264,Black,Coat with Venom,Dragons of Tarkir,Instant,,k,"Instant
Target creature gets +1/+2 and gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)",*,c,*,10/11/17 0:00,10/11/17 0:00
92,264,Black,Corpseweft,Dragons of Tarkir,Enchantment,,2k,"1Black, Exile one or more creature cards from your graveyard: Create a tapped X/X black Zombie Horror creature token, where X is twice the number of cards exiled this way.",*,r,*,10/11/17 0:00,10/11/17 0:00
93,264,Black,Damnable Pact,Dragons of Tarkir,Sorcery,,xkk,Target player draws X cards and loses X life.,*,r,*,10/11/17 0:00,10/11/17 0:00
94,264,Black,Deadly Wanderings,Dragons of Tarkir,Enchantment,,3kk,"As long as you control exactly one creature, that creature gets +2/+0 and has deathtouch and lifelink.",*,u,*,10/11/17 0:00,10/11/17 0:00
95,264,Black,Death Wind,Dragons of Tarkir,Instant ,,xk,Target creature gets -X/-X until end of turn.,*,u,*,10/11/17 0:00,10/11/17 0:00
96,264,Black,Deathbringer Regent,Dragons of Tarkir,Creature _ Dragon,5\6,5kk,"When Deathbringer Regent enters the battlefield, if you cast it from your hand and there are five or more other creatures on the battlefield, destroy all other creatures.",*,r,*,10/11/17 0:00,10/11/17 0:00
97,264,Black,Defeat,Dragons of Tarkir,Sorcery,,1k,Destroy target creature with power 2 or less.,*,c,*,10/11/17 0:00,10/11/17 0:00
98,264,Black,Duress,Dragons of Tarkir,Sorcery,,k,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",*,c,*,10/11/17 0:00,10/11/17 0:00
99,264,Black,Dutiful Attendant,Dragons of Tarkir,Creature - Human Warrior,1\2,2k,"Creature � Human Warrior (1/2) 
When Dutiful Attendant dies, return another target creature card from your graveyard to your hand.",*,c,*,10/11/17 0:00,10/11/17 0:00
100,264,Black,Flatten,Dragons of Tarkir,Instant,,3k,Target creature gets -4/-4 until end of turn.,*,c,*,10/11/17 0:00,10/11/17 0:00
101,264,Black,Foul Renewal,Dragons of Tarkir,Instant,,3k,"Return target creature card from your graveyard to your hand. Target creature gets -X/-X until end of turn, where X is the toughness of the card returned this way.",*,r,*,10/11/17 0:00,10/11/17 0:00
102,264,Black,Foul-Tongue Invocation,Dragons of Tarkir,Instant,,2k,"As an additional cost to cast Foul-Tongue Invocation, you may reveal a Dragon card from your hand.
Target player sacrifices a creature. If you revealed a Dragon card or controlled a Dragon as you cast Foul-Tongue Invocation, you gain 4 life.",*,u,*,10/11/17 0:00,10/11/17 0:00
103,264,Black,Foul-Tongue Shriek,Dragons of Tarkir,Instant,,k,Target opponent loses 1 life for each attacking creature you control. You gain that much life.,*,c,*,10/11/17 0:00,10/11/17 0:00
104,264,Black,Gravepurge,Dragons of Tarkir,Instant,,2k,"Put any number of target creature cards from your graveyard on top of your library.
Draw a card.",*,c,*,10/11/17 0:00,10/11/17 0:00
105,264,Black,Hand of Silumgar,Dragons of Tarkir,Creature - Human Warrior,2\1,1k,"Creature � Human Warrior (2/1)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",*,c,*,10/11/17 0:00,10/11/17 0:00
106,264,Black,Hedonist's Trove,Dragons of Tarkir,Enchantment,,5kk,"When Hedonist's Trove enters the battlefield, exile all cards from target opponent's graveyard.
You may play land cards exiled with Hedonist's Trove.
You may cast nonland cards exiled with Hedonist's Trove. You can't cast more than one spell this way each turn.
Dragons of Tarkir (Rare)",*,r,*,10/11/17 0:00,10/11/17 0:00
107,264,Black,Kolaghan Skirmisher,Dragons of Tarkir,Creature - Human Warrior,2\2,1k,"Dash 2Black (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",*,c,*,10/11/17 0:00,10/11/17 0:00
108,264,Black,Marang River Skeleton,Dragons of Tarkir,Creature - Skeleton,1\1,1k,"Black: Regenerate Marang River Skeleton.
Megamorph 3Black (You may cast this card face down as a 2/2 creature for 3. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)",*,u,*,10/11/17 0:00,10/11/17 0:00
